#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,_result,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:34.76174109Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:36.217042534Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:37.672098428Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:39.095530317Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:40.506133937Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:42.098776068Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:43.48238951Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:44.904874695Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:46.416991473Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:47.815400994Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:49.236580234Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:50.676359411Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:52.134195219Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:53.694282609Z,0,power,ptc10
,,0,2026-04-24T17:00:00Z,2026-04-28T15:56:32.24238866Z,2026-04-24T21:07:55.223968562Z,0.002,power,ptc10
